"Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"12478","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12509","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12539","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12570","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12600","General","Co-payments","D",NA,"D02",NA,0,0
"12631","General","Co-payments","D",NA,"D02",NA,0,0
"12662","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12692","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12723","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12753","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12784","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12815","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12843","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12874","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12904","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12935","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12965","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"12996","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13027","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13057","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13088","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13118","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13149","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13180","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13208","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,263
"13239","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,263
"13269","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,263
"13300","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,263
"13330","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13361","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,263
"13392","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13422","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,295
"13453","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13483","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13514","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13545","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,294
"13573","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13604","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13634","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13665","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",2,308
"13695","General","Co-payments","D",NA,"D02",NA,0,0
"13726","General","Co-payments","D",NA,"D02",NA,0,0
"13757","General","Co-payments","D",NA,"D02",NA,0,0
"13787","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",2,569.34
"13818","General","Co-payments","D",NA,"D02",NA,0,0
"13848","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13879","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13910","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13939","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"13970","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,275
"14000","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",1,275
"14031","General","Co-payments","D","Dermatologicals","D02","EMOLLIENTS AND PROTECTIVES",0,0
"8947","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",363,115812.8
"8978","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",358,114165.35
"9009","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",351,111927.92
"9039","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",337,107037.35
"9070","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",314,100138.95
"9100","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",310,98104.45
"9131","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",290,92059.93
"9162","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",299,92638.96
"9190","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",350,110089.9
"9221","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",330,104264.74
"9251","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",341,106873.48
"9282","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",360,111191.6
"9312","General","Co-payments","D",NA,"D04",NA,0,0
"9343","General","Co-payments","D",NA,"D04",NA,0,0
"9374","General","Co-payments","D",NA,"D04",NA,0,0
"9404","General","Co-payments","D",NA,"D04",NA,0,0
"9435","General","Co-payments","D",NA,"D04",NA,0,0
"9465","General","Co-payments","D",NA,"D04",NA,0,0
"9496","General","Co-payments","D",NA,"D04",NA,0,0
"9527","General","Co-payments","D",NA,"D04",NA,0,0
"9556","General","Co-payments","D",NA,"D04",NA,0,0
"9587","General","Co-payments","D",NA,"D04",NA,0,0
"9617","General","Co-payments","D",NA,"D04",NA,0,0
"9648","General","Co-payments","D",NA,"D04",NA,0,0
"9678","General","Co-payments","D",NA,"D04",NA,0,0
"9709","General","Co-payments","D",NA,"D04",NA,0,0
"9740","General","Co-payments","D",NA,"D04",NA,0,0
"9770","General","Co-payments","D",NA,"D04",NA,0,0
"9801","General","Co-payments","D",NA,"D04",NA,0,0
"9831","General","Co-payments","D",NA,"D04",NA,0,0
"9862","General","Co-payments","D",NA,"D04",NA,0,0
"9893","General","Co-payments","D",NA,"D04",NA,0,0
"9921","General","Co-payments","D",NA,"D04",NA,0,0
"9952","General","Co-payments","D",NA,"D04",NA,0,0
"9982","General","Co-payments","D",NA,"D04",NA,0,0
"10013","General","Co-payments","D",NA,"D04",NA,0,0
"10043","General","Co-payments","D",NA,"D04",NA,0,0
"10074","General","Co-payments","D",NA,"D04",NA,0,0
"10105","General","Co-payments","D",NA,"D04",NA,0,0
"10135","General","Co-payments","D",NA,"D04",NA,0,0
"10166","General","Co-payments","D",NA,"D04",NA,0,0
"10196","General","Co-payments","D",NA,"D04",NA,0,0
"10227","General","Co-payments","D",NA,"D04",NA,0,0
"10258","General","Co-payments","D",NA,"D04",NA,0,0
"10286","General","Co-payments","D",NA,"D04",NA,0,0
"10317","General","Co-payments","D",NA,"D04",NA,0,0
"10347","General","Co-payments","D",NA,"D04",NA,0,0
"10378","General","Co-payments","D",NA,"D04",NA,0,0
"10408","General","Co-payments","D",NA,"D04",NA,0,0
"10439","General","Co-payments","D",NA,"D04",NA,0,0
"10470","General","Co-payments","D",NA,"D04",NA,0,0
"10500","General","Co-payments","D",NA,"D04",NA,0,0
"10531","General","Co-payments","D",NA,"D04",NA,0,0
"10561","General","Co-payments","D",NA,"D04",NA,0,0
"10592","General","Co-payments","D",NA,"D04",NA,0,0
"10623","General","Co-payments","D",NA,"D04",NA,0,0
"10651","General","Co-payments","D",NA,"D04",NA,0,0
"10682","General","Co-payments","D",NA,"D04",NA,0,0
"10712","General","Co-payments","D",NA,"D04",NA,0,0
"10743","General","Co-payments","D",NA,"D04",NA,0,0
"10773","General","Co-payments","D",NA,"D04",NA,0,0
"10804","General","Co-payments","D",NA,"D04",NA,0,0
"10835","General","Co-payments","D",NA,"D04",NA,0,0
"10865","General","Co-payments","D",NA,"D04",NA,0,0
"10896","General","Co-payments","D",NA,"D04",NA,0,0
"10926","General","Co-payments","D",NA,"D04",NA,0,0
"10957","General","Co-payments","D",NA,"D04",NA,0,0
"10988","General","Co-payments","D",NA,"D04",NA,0,0
"11017","General","Co-payments","D",NA,"D04",NA,0,0
"11048","General","Co-payments","D",NA,"D04",NA,0,0
"11078","General","Co-payments","D",NA,"D04",NA,0,0
"11109","General","Co-payments","D",NA,"D04",NA,0,0
"11139","General","Co-payments","D",NA,"D04",NA,0,0
"11170","General","Co-payments","D",NA,"D04",NA,0,0
"11201","General","Co-payments","D",NA,"D04",NA,0,0
"11231","General","Co-payments","D",NA,"D04",NA,0,0
"11262","General","Co-payments","D",NA,"D04",NA,0,0
"11292","General","Co-payments","D",NA,"D04",NA,0,0
"11323","General","Co-payments","D",NA,"D04",NA,0,0
"11354","General","Co-payments","D",NA,"D04",NA,0,0
"11382","General","Co-payments","D",NA,"D04",NA,0,0
"11413","General","Co-payments","D",NA,"D04",NA,0,0
"11443","General","Co-payments","D",NA,"D04",NA,0,0
"11474","General","Co-payments","D",NA,"D04",NA,0,0
"11504","General","Co-payments","D",NA,"D04",NA,0,0
"11535","General","Co-payments","D",NA,"D04",NA,0,0
"11566","General","Co-payments","D",NA,"D04",NA,0,0
"11596","General","Co-payments","D",NA,"D04",NA,0,0
"11627","General","Co-payments","D",NA,"D04",NA,0,0
"11657","General","Co-payments","D",NA,"D04",NA,0,0
"11688","General","Co-payments","D",NA,"D04",NA,0,0
"11719","General","Co-payments","D",NA,"D04",NA,0,0
"11747","General","Co-payments","D",NA,"D04",NA,0,0
"11778","General","Co-payments","D",NA,"D04",NA,0,0
"11808","General","Co-payments","D",NA,"D04",NA,0,0
"11839","General","Co-payments","D",NA,"D04",NA,0,0
"11869","General","Co-payments","D",NA,"D04",NA,0,0
"11900","General","Co-payments","D",NA,"D04",NA,0,0
"11931","General","Co-payments","D",NA,"D04",NA,0,0
"11961","General","Co-payments","D",NA,"D04",NA,0,0
"11992","General","Co-payments","D",NA,"D04",NA,0,0
"12022","General","Co-payments","D",NA,"D04",NA,0,0
"12053","General","Co-payments","D",NA,"D04",NA,0,0
"12084","General","Co-payments","D",NA,"D04",NA,0,0
"12112","General","Co-payments","D",NA,"D04",NA,0,0
"12143","General","Co-payments","D",NA,"D04",NA,0,0
"12173","General","Co-payments","D",NA,"D04",NA,0,0
"12204","General","Co-payments","D",NA,"D04",NA,0,0
"12234","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12265","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12296","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12326","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12357","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12387","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12418","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12449","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12478","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12509","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12539","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12570","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12600","General","Co-payments","D",NA,"D04",NA,0,0
"12631","General","Co-payments","D",NA,"D04",NA,0,0
"12662","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12692","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12723","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12753","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12784","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12815","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12843","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12874","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12904","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12935","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"12965","General","Co-payments","D",NA,"D04",NA,0,0
"12996","General","Co-payments","D",NA,"D04",NA,0,0
"13027","General","Co-payments","D",NA,"D04",NA,0,0
"13057","General","Co-payments","D",NA,"D04",NA,0,0
"13088","General","Co-payments","D",NA,"D04",NA,0,0
"13118","General","Co-payments","D",NA,"D04",NA,0,0
"13149","General","Co-payments","D",NA,"D04",NA,0,0
"13180","General","Co-payments","D",NA,"D04",NA,0,0
"13208","General","Co-payments","D",NA,"D04",NA,0,0
"13239","General","Co-payments","D",NA,"D04",NA,0,0
"13269","General","Co-payments","D",NA,"D04",NA,0,0
"13300","General","Co-payments","D",NA,"D04",NA,0,0
"13330","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13361","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13392","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13422","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13453","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13483","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13514","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13545","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13573","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13604","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13634","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13665","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13695","General","Co-payments","D",NA,"D04",NA,0,0
"13726","General","Co-payments","D",NA,"D04",NA,0,0
"13757","General","Co-payments","D",NA,"D04",NA,0,0
"13787","General","Co-payments","D",NA,"D04",NA,0,0
"13818","General","Co-payments","D",NA,"D04",NA,0,0
"13848","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13879","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13910","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13939","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"13970","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"14000","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"14031","General","Co-payments","D","Dermatologicals","D04","ANTIPRURITICS,INCL ANTIHIST,ANESTHET,ETC",0,0
"7851","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",161,23042
"7882","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",130,19869
"7913","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",119,15993
"7943","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",121,13080
"7974","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",136,15154
"8004","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",151,13509
"8035","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",126,10643
"8066","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",121,10866
"8095","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",157,16067
"8126","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",126,12949
"8156","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",111,14766
"8187","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",126,12818
"8217","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",110,15601.82
"8248","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",102,11739.3
"8279","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",119,13087.59
"8309","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",103,11873.18
"8340","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",102,10421.71
"8370","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",135,16558.9
"8401","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",106,11692.97
"8432","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",96,9501.49
"8460","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",144,10748.51
"8491","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",417,104764.84
"8521","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",400,102984.95
"8552","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",419,110133.48
"8582","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",425,114811.49
"8613","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",379,99194.03
"8644","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",373,100496.61
"8674","General","Co-payments","D","Dermatologicals","D05","ANTIPSORIATICS",347,89611.58
