"date","Tmort","Rmort","Cmort","Temp","Rhumid","CO","SO2","NO2","HC","Ozone","Part"
"1975-08-19",148,2,77,78.4,71,3.5,1.83,5.83,28.33,6.17,30.5
"1975-08-20",147,8,72,76.6,70.6,4.67,2.5,7.17,38.33,4.83,32.33
"1975-08-21",133,6,72,75.2,73.6,3.83,2.17,6.17,28.33,6.17,27.83
"1975-08-22",137,4,78,81.4,64.4,4.83,2.33,10,35,11.67,32.33
"1975-08-23",135,10,61,86.8,53,6.17,2.5,12.17,56.67,10.5,30
"1975-08-24",161,9,78,86.6,52,6.5,2.83,12.67,61.67,13.17,31.17
"1975-08-25",178,1,97,83.4,59.4,6.67,4.33,15.17,61.67,12.5,49
"1975-08-26",143,3,71,80,65.2,5,3.5,12.17,41.67,12.17,42
"1975-08-27",155,5,85,83.4,53,7.17,3.5,14.17,70,11.33,49.67
"1975-08-28",160,7,86,83,50.4,8,3,13.5,55,12.67,50.67
"1975-08-29",156,5,84,82.6,56.2,6.33,3.33,10.17,53.33,9.83,40.67
"1975-08-30",160,10,82,84.4,59,7.17,3.33,13.83,63.33,18,38.17
"1975-08-31",133,2,70,81,61.4,4.83,2.83,11.67,63.33,17.67,33.33
"1975-09-01",164,12,82,79.6,63.4,3.33,2.67,9,43.33,15,25.17
"1975-09-02",154,7,85,83.4,58.6,7.67,3,14.83,55,13.17,55.5
"1975-09-03",173,9,96,86.6,55.4,6.17,2.83,13.83,58.33,15.33,48.33
"1975-09-04",148,6,79,88.4,52.8,8.83,5.17,17.83,73.33,14.33,53.5
"1975-09-05",143,5,74,85.8,58.2,8.17,5.17,17.67,58.33,13.17,53.17
"1975-09-06",177,10,87,82.6,66.8,4.83,5.17,11.17,55,17,41.5
"1975-09-07",160,5,74,81.4,70,4.33,3.5,9.33,50,12.33,25.83
"1975-09-08",146,3,82,77.6,79.4,4.67,3,9,35,8.17,31.5
"1975-09-09",138,7,76,70,85.8,3.5,1.67,6.67,31.67,3.83,27.5
"1975-09-10",129,1,71,75,75.4,4.33,1.83,6.67,36.67,8.33,29.33
"1975-09-11",154,2,86,73,73.8,5,1.67,7.67,45,7.5,33.5
"1975-09-12",141,2,67,74.6,78,5,2.5,9.67,40,11.33,37.83
"1975-09-13",172,6,99,77.4,77.4,4.67,2.5,6.67,33.33,16.33,31.67
"1975-09-14",164,10,70,79.4,74,4.5,2.5,6.33,33.33,18.5,28.33
"1975-09-15",178,4,86,85.8,62.4,7.17,3.83,13.67,41.67,18.17,44.17
"1975-09-16",170,10,81,91.8,50.6,13,3.17,21,70,14.5,70.5
"1975-09-17",154,4,81,92,51,11,4.33,16.83,70,10,59.17
"1975-09-18",176,4,80,85.8,52.6,7,3.17,15.5,48.33,9.83,50
"1975-09-19",161,7,84,86,52.6,7.67,2.83,12.5,48.33,12.83,51.33
"1975-09-20",155,6,74,84.8,57,6.83,3,12.83,53.33,14.5,40.33
"1975-09-21",156,7,73,87,58.8,6.67,2.83,12.67,60,17.33,33.17
"1975-09-22",142,6,74,95.4,42.8,11.83,3,20.83,55,12.33,67.67
"1975-09-23",143,8,75,101.6,18.4,10,3.17,18,53.33,11.67,58.67
"1975-09-24",163,9,88,101.6,20.2,10,3,16.67,48.33,16.17,55.5
"1975-09-25",162,5,82,96.2,28.2,10.17,3.83,18.5,53.33,15.83,59.5
"1975-09-26",168,9,78,88.2,52.2,10.17,3.67,20.5,56.67,18,68.33
"1975-09-27",182,7,97,79.4,67,5.67,3.83,12.67,45,13.17,41.83
"1975-09-28",146,7,63,77,72,3.83,3.67,8.33,38.33,13.17,29.33
"1975-09-29",151,6,71,75.2,74.6,4.17,2.83,10,38.33,12,39.17
"1975-09-30",149,5,79,77.6,70.8,4.17,3.17,8,26.67,15,34.67
"1975-10-01",141,11,58,79,71,5.83,3,12.67,30,17.17,52.5
"1975-10-02",170,7,82,84.4,64.8,8.33,3.83,18.17,51.67,16.67,61.17
"1975-10-03",126,7,68,92.4,48.4,11,4.83,26.5,60,16.5,69
"1975-10-04",184,9,78,90.8,56,8.5,4.33,17.67,55,17.83,46.17
"1975-10-05",154,6,75,84.6,59.4,8.67,3.83,15.17,60,17.83,39
"1975-10-06",166,5,74,74.2,80,4.5,2.67,9.17,33.33,5.33,34.67
"1975-10-07",134,5,59,72.2,66.2,4.17,1.83,6.83,30,3.67,22
"1975-10-08",139,5,76,74.8,61.8,6.33,2.33,9,43.33,7.33,46
"1975-10-09",147,10,73,73.2,69,6.5,1.83,7.33,55,5.83,42.33
"1975-10-10",139,9,68,73.8,65,5.33,2.17,7.17,36.67,6.83,32.83
"1975-10-11",155,10,81,70.8,76.2,4.33,1.17,4.5,33.33,3,23.17
"1975-10-12",137,3,76,71.2,65.8,5,1.33,5.17,40,4.67,27.33
"1975-10-13",152,11,72,73.8,61.6,7.67,1.67,9.5,43.33,5.67,47
"1975-10-14",159,7,81,82.2,33.2,10,3,13.33,51.67,6.5,57.5
"1975-10-15",163,8,72,87.6,29,12.33,2.17,14.33,60,8,73.5
"1975-10-16",152,6,76,87.6,35,11,3.17,20.83,63.33,13.83,65.67
"1975-10-17",159,2,83,77.6,57.2,14.17,3.33,19.33,71.67,12.17,78.67
"1975-10-18",165,3,89,68.6,71.8,8.33,3.5,13.67,43.33,9.5,47.5
"1975-10-19",163,7,82,69.2,74.2,7.67,2,9.67,50,8.17,42.83
"1975-10-20",144,5,76,74.2,70.6,7.67,1.83,9.33,43.33,7,50.5
"1975-10-21",157,7,75,67.8,79.2,6.33,1.67,9.67,41.67,4.33,46.5
"1975-10-22",160,7,87,69,71,5.17,1.5,8.17,33.33,7.33,34.83
"1975-10-23",160,4,91,74.4,23.8,5.67,1.67,6.67,35,4,35
"1975-10-24",167,6,79,75.6,18.4,8,2.17,9.17,41.67,4.33,49.17
"1975-10-25",158,9,79,77.2,25.2,9,2.83,8.5,45,5.33,50.67
"1975-10-26",182,9,109,73.6,49,9.33,2.83,11.5,57.5,7.33,50
"1975-10-27",168,10,77,71.2,71.2,7.5,1.83,8,41.67,4.33,40.83
"1975-10-28",174,6,94,76.8,57.2,10.67,2.5,14.5,61.67,7.33,59
"1975-10-29",157,6,86,78,51.4,11.83,2.67,20.83,70,9.33,74.83
"1975-10-30",165,10,85,67.6,76,9.33,2.83,14.67,65,3.33,59.67
"1975-10-31",162,7,87,71.4,60.8,13,3,12.5,58.33,4.33,67.17
"1975-11-01",156,4,81,75.6,59,14.17,5.17,16.67,70,7.67,73
"1975-11-02",164,6,101,74.2,67,11.17,4.33,19.67,83.33,11.83,62.83
"1975-11-03",196,5,105,79.4,54.2,16,3.33,25.5,83.33,10,87.5
"1975-11-04",149,3,75,79,60.4,16,6.17,26.67,90,9.33,78
"1975-11-05",153,11,81,67,76.6,11,5.5,20.17,76.67,6.17,61.83
"1975-11-06",150,7,79,67,69.4,12.33,2.67,14.83,66.67,8.33,68.17
"1975-11-07",149,7,82,72.8,66.4,14.83,3.67,22,83.33,11,90.33
"1975-11-08",186,7,92,65.8,79.4,9.33,4,14,61.67,5.5,50.17
"1975-11-09",131,7,73,74.6,61.6,9.33,3,11,56.67,9.67,61.17
"1975-11-10",154,6,80,70.2,71.4,10.33,2.83,11.83,61.67,6.33,70
"1975-11-11",162,6,94,78.4,38.4,9.33,2.67,9.5,46.67,5.17,48.5
"1975-11-12",148,10,79,86.6,16.6,10.67,1.83,8,46.67,3.33,56
"1975-11-13",161,9,83,87,17.8,13.83,2.83,14.33,60,3.67,53.67
"1975-11-14",177,10,83,80,30,20.83,5.17,20.83,80,4.67,82.83
"1975-11-15",181,9,91,77.2,42.2,17.83,4.67,21.17,86.67,13,83
"1975-11-16",183,11,107,69,66.2,11.83,6.5,15.83,91.67,9.5,86.33
"1975-11-17",141,5,76,66.4,65.2,7.17,2.67,9.33,46.67,5.5,68.67
"1975-11-18",163,7,87,63.4,40.8,9.17,2.83,8,45,2.83,67.33
"1975-11-19",154,7,81,68.8,30.4,10.67,2.33,9.33,60,3.5,71.33
"1975-11-20",172,6,99,68.6,33.8,12.83,2.33,11.5,73.33,4.33,81.5
"1975-11-21",151,8,77,73.6,33.8,14,4,14.83,66.67,4.67,91.17
"1975-11-22",186,5,102,75.8,21.6,9.17,2,8.33,46.67,4.67,69
"1975-11-23",172,6,89,81.2,22.2,10.5,3.83,14,53.33,6.67,69.5
"1975-11-24",173,11,96,80.2,24.2,20.33,3.5,13.5,73.33,1.83,121.33
"1975-11-25",171,14,96,80.2,28.2,22.5,3.83,21.67,88.33,3.5,121.33
"1975-11-26",190,8,104,77,25,13.83,2.33,14.17,66.67,3,89
"1975-11-27",164,4,80,61.8,75.8,5.5,1.5,6.67,30,3.17,49.67
"1975-11-28",178,4,99,55.4,62.4,2.67,1.33,4.33,25,2.83,40
"1975-11-29",165,8,78,58.6,39,6.5,2,6,38.33,2.67,58.83
"1975-11-30",165,4,98,64.8,40.8,8,2,7.17,45,3.5,76.5
"1975-12-01",169,4,102,74.4,30.6,12.83,2.83,11.83,70,3.5,70.83
"1975-12-02",188,7,102,79,40.6,17.17,4.67,26.17,86.67,5,89.5
"1975-12-03",180,11,86,70.4,68.6,13.83,4.67,17.83,100,4.83,76
"1975-12-04",182,10,87,61.4,77.2,7.83,3.83,12.5,43.33,2.67,50.83
"1975-12-05",165,6,96,63.8,69,10.5,3.33,11.83,65,3.67,68.17
"1975-12-06",166,9,86,73.4,54.4,13.5,3.5,20.5,68.33,6.17,77.67
"1975-12-07",170,4,85,79.4,38.4,12.67,3.67,13,66.67,5.17,65
"1975-12-08",167,6,92,85.4,29,19,3.67,19.67,73.33,5,84.17
"1975-12-09",178,12,87,83.6,36.4,16,3.67,19.5,68.33,5.83,80.83
"1975-12-10",166,11,95,64.8,71.2,13.67,4.5,19.67,87.5,3.33,70
"1975-12-11",156,8,79,61.6,73,4.67,3,11,33.33,3,41
"1975-12-12",183,5,100,55,85.8,5.83,2.67,6.17,36.67,2.17,41.5
"1975-12-13",162,10,86,57.6,77,6.83,2.33,6.17,46.67,2.17,45.83
"1975-12-14",174,7,93,61.6,35.8,8.67,1.83,5.83,53.33,2.83,63.33
"1975-12-15",177,12,86,71.2,29.8,9.83,2.83,11,65,3.17,68.17
"1975-12-16",165,6,97,66.6,51.6,16.83,3.67,15.5,66.67,2.5,89.5
"1975-12-17",139,4,65,66.6,60.6,18.83,5.67,29.83,93.33,4,99
"1975-12-18",182,6,104,72,49.4,19.67,4.17,23.33,101.67,3.5,91.67
"1975-12-19",158,11,77,63,66.4,17.17,7,27.33,96.67,3.17,93.5
"1975-12-20",142,9,68,68.8,61.8,13.33,4.17,18,78.33,2.83,77.33
"1975-12-21",189,10,99,66.2,71.6,12.17,3.67,14,71.67,3.67,70.33
"1975-12-22",186,6,105,65.8,68,10.17,3.33,15.17,53.33,3.17,64.83
"1975-12-23",158,8,88,68.8,48.4,13.67,3,11.67,63.33,2.33,71.67
"1975-12-24",171,10,103,70.4,53.6,15.67,3.67,19.67,71.67,3.17,92.33
"1975-12-25",157,7,89,69.6,61.4,14.5,3.67,20.83,76.67,5.67,92.33
"1975-12-26",166,8,89,70.4,60.6,15.67,3.33,27.5,91.67,5.17,88.33
"1975-12-27",193,7,105,68.4,61.6,13.5,4,25,90,3.5,80.83
"1975-12-28",150,7,91,80,37.2,10,2.5,14.17,53.33,5,58
"1975-12-29",177,7,107,74.2,36.4,11.67,3,13.33,56.67,3.5,70.83
"1975-12-30",170,8,98,66.8,60.2,10,2.83,11,61.67,3.17,66.17
"1975-12-31",165,6,97,59.4,19.4,6,2,4.67,30,3,45.33
"1976-01-01",196,13,95,59.2,15.8,7.17,1.5,5.17,41.67,3.17,51.17
"1976-01-02",157,10,87,60.8,23.8,10.5,1.83,7.83,55,2.33,72.5
"1976-01-03",177,8,103,63,30.6,10.5,1.83,9.33,60,2.67,78
"1976-01-04",210,9,124,65,39.8,12,3.17,13,76.67,4,73.17
"1976-01-05",169,7,99,66.2,46.8,13.83,5.17,15.67,63.33,2.33,81.33
"1976-01-06",150,3,89,63.6,61.2,12.67,3.33,12.83,66.67,3.33,80.83
"1976-01-07",156,7,90,72.6,30.2,12.67,2.83,9.83,63.33,3.83,65.83
"1976-01-08",191,16,105,73.8,29.4,15.17,3.67,13.83,81.67,4.17,70.33
"1976-01-09",161,9,98,65,60.4,14.83,3.83,17,81.67,3.67,84.33
"1976-01-10",175,7,90,64.8,66.4,11.83,2.67,9.67,56.67,5,62.83
"1976-01-11",146,8,81,72.2,37.4,11.33,3,10.5,61.67,5.17,74
"1976-01-12",163,10,86,67.4,49,15.33,4.83,17.83,70,5,88.17
"1976-01-13",177,7,98,75.2,40.2,15.5,4.33,20.33,70,5,83.17
"1976-01-14",162,4,92,81.6,23.6,13.83,2.5,13.17,51.67,4.33,64.67
"1976-01-15",184,6,107,85.2,21.6,14.67,2.83,13.67,63.33,6.33,64.83
"1976-01-16",179,11,97,88.4,23.6,15.5,3.67,16.33,78.33,6.5,71.17
"1976-01-17",194,7,102,88.8,27.4,12,2.83,11.67,78.33,6.5,51.17
"1976-01-18",154,7,76,73.8,55.2,12,3.67,14.5,85,9.67,52.17
"1976-01-19",150,4,82,78.6,54.6,13.67,4.83,20.33,73.33,4.17,74.67
"1976-01-20",177,11,95,83,21.8,11.67,3,9.83,63.33,3.5,68.83
"1976-01-21",182,10,95,79.8,18.2,14.67,2.17,13.5,63.33,3.5,78.5
"1976-01-22",166,6,102,79.4,29.8,10,2.33,10.33,60,4.83,50.5
"1976-01-23",163,12,78,69,62,9.83,3.5,10.83,66.67,3.33,56.33
"1976-01-24",164,9,92,64,68.4,5.33,2.33,8.17,36.67,5.67,37.17
"1976-01-25",141,5,80,66.4,70.2,8.17,3.17,12.17,58.33,8.33,56.33
"1976-01-26",176,8,100,76.8,43.8,14.67,3.67,22.67,88.33,5.67,78.67
"1976-01-27",172,11,89,81,26,13.83,3.33,18.67,81.67,6.5,65.17
"1976-01-28",172,14,91,83.4,23.6,15,3.67,17.17,83.33,6.17,75.5
"1976-01-29",162,8,98,79.8,31.2,15.33,4.67,17.33,76.67,7.33,73
"1976-01-30",165,8,88,75.4,39,14.67,4.67,22.17,81.67,9.83,81.83
"1976-01-31",169,15,86,83.2,35.4,14.67,4.5,25,88.33,11.17,67.67
"1976-02-01",157,11,83,82.4,35.4,12.17,3.5,17.67,73.33,9.5,54
"1976-02-02",181,11,99,73.6,54,10.67,3.5,21.67,73.33,10.17,67.17
"1976-02-03",177,11,103,62.4,76.6,7.33,3.17,11.33,55,4.67,47
"1976-02-04",189,11,99,54.2,91.8,5.33,1.17,5.67,30,2.83,30.5
"1976-02-05",191,15,103,54.4,81.2,5.17,1.5,4.83,31.67,2,27.83
"1976-02-06",184,8,101,58,72,5.17,1,4.83,28.33,2.67,27.33
"1976-02-07",162,5,91,58.6,87.6,5.33,1.17,4.83,35,1.83,39.83
"1976-02-08",159,8,85,59.8,90.6,3.83,0.67,3.83,35,1.17,22.33
"1976-02-09",195,16,104,58.6,85.6,4.33,1.17,5.33,23.33,2.5,21.33
"1976-02-10",176,8,95,64,74.4,7.67,1.83,5.5,53.33,2.17,38.83
"1976-02-11",187,11,97,72.6,47.8,12.17,2.17,9,58.33,4.5,60.17
"1976-02-12",202,15,112,72,57.6,9,1.83,13.67,65,6,47
"1976-02-13",196,11,111,63.2,77.4,10.17,2.33,13.67,70,4.83,61
"1976-02-14",181,11,100,62.6,71.4,2.83,0.83,6.17,28.33,3.67,19.67
"1976-02-15",171,8,99,59.8,70.8,5.17,1,5.83,45,2.83,31.33
"1976-02-16",194,19,106,63.2,67,6.17,1.33,8,53.33,3.17,43.33
"1976-02-17",191,11,107,67.4,69.2,10.5,2,12.67,71.67,6.17,54
"1976-02-18",185,23,95,70,71,12.33,3.33,19.67,85,10.83,70.17
"1976-02-19",203,12,110,62.2,75,9.17,2.33,11.67,80,4.5,55.17
"1976-02-20",185,16,107,70,34.4,7.67,2,7.83,40,4.33,42.33
"1976-02-21",183,12,107,75,22.4,7.83,1.17,7.5,48.33,4.67,52.17
"1976-02-22",197,16,102,77.6,17.6,6.33,1.67,6.67,35,3.67,29.33
"1976-02-23",191,18,83,74.2,30,7.5,1.83,9.83,43.33,3.83,43.17
"1976-02-24",180,18,102,65,67.6,4.5,1.33,7,40,5,29.5
"1976-02-25",177,10,91,69.2,62,7,2.67,15.67,63.33,8.33,46.67
"1976-02-26",181,18,92,72.4,58.2,11.17,3.17,18.33,78.33,9.83,66.5
"1976-02-27",192,16,93,75.6,50.6,13,3.67,20.5,95,7.33,76.17
"1976-02-28",202,22,105,73,60.8,10.83,4.17,17.5,85,10.33,49.5
"1976-02-29",181,11,99,63,79.4,3.5,2.33,8.33,40,6.83,26.83
"1976-03-01",204,19,108,57.6,80,2.67,1.67,4.83,25,2.67,20
"1976-03-02",193,15,101,53.4,67,5.17,2,5.5,41.67,2.5,36.67
"1976-03-03",178,16,96,53.8,52.8,3.17,1,5,26.67,3.33,21.17
"1976-03-04",174,18,91,58.2,45.6,6.33,1.5,8.33,36.67,3.83,39.83
"1976-03-05",180,16,87,62.8,46.2,7.67,1.67,10.17,60,3.83,48
"1976-03-06",180,18,90,66.4,31.2,7.5,1.83,7.83,51.67,3.83,43
"1976-03-07",192,25,111,64.6,54.2,7.5,2.17,7.67,65,5.17,40.5
"1976-03-08",191,17,100,60.8,61.6,5.33,1.33,7.33,50,5.17,33.17
"1976-03-09",206,15,108,61.4,62.2,6.33,1.5,8.17,55,4,38.33
"1976-03-10",183,24,88,58,73.4,4.5,1.83,7,40,3.17,33.83
"1976-03-11",188,15,115,58.8,71,4.33,1.5,6.17,38.33,3,28.5
"1976-03-12",177,19,97,72.2,38.6,8,2.17,9.17,56.67,6,45.67
"1976-03-13",205,22,102,75.2,27.6,7.83,2.83,8.83,63.33,7,41.83
"1976-03-14",211,17,111,72.6,46.2,7.67,4,13.33,83.33,10.5,41.17
"1976-03-15",185,14,103,78.8,50.2,10.17,5.33,17.5,76.67,11.5,57
"1976-03-16",189,21,92,81,38.4,12.67,5.33,24.83,76.67,13.83,68.83
"1976-03-17",197,17,117,78.6,52,10,5.17,16.67,83.33,17.17,59.83
"1976-03-18",186,16,92,66.8,69.2,6.33,3.83,12.33,51.67,6.83,46.67
"1976-03-19",183,16,97,67.2,51.6,4.83,2.33,6.83,48.33,4.17,39
"1976-03-20",152,16,73,78.4,33.4,8.17,2.67,9,60,6.67,36.33
"1976-03-21",174,13,104,84,22.2,7.33,2.83,12.67,58.33,7.67,38.5
"1976-03-22",180,11,92,85.2,25,7.83,2.83,16.17,63.33,7.83,55.33
"1976-03-23",170,9,92,72.2,60.6,7.67,2.67,14.67,66.67,7.83,45.83
"1976-03-24",161,11,92,69.4,67.4,5.5,1.83,9.67,36.67,7.17,29.83
"1976-03-25",177,9,107,70.4,52.2,6,2.83,10.5,45,6.17,32.67
"1976-03-26",165,13,86,80,28,7.33,1.67,11.17,68.33,8.83,42.5
"1976-03-27",160,13,90,71,45.8,5.83,1.67,8.33,60,5.83,30
"1976-03-28",168,10,88,67,44.8,3.5,1.17,5.83,30,5,18.67
"1976-03-29",172,6,89,71,57.6,6.33,1.67,9.67,45,7.17,34.5
"1976-03-30",180,10,91,77.8,38.2,7.5,2.17,10.17,55,10.33,44.67
"1976-03-31",156,10,85,75.8,43.6,6.83,2.5,14.17,50,8.67,48
"1976-04-01",164,9,81,68,56.6,6.83,1.83,9.17,40,4.33,34
"1976-04-02",162,6,97,69.2,59,6.5,2.83,11,56.67,5.83,39.83
"1976-04-03",169,14,95,60.2,61.2,2.67,1.33,4.83,21.67,4.67,14
"1976-04-04",168,9,78,55.6,76,4.5,0.83,5.83,33.33,3,28.33
"1976-04-05",164,7,96,58.4,67.8,5,1.5,6.67,40,3.83,37.67
"1976-04-06",162,12,93,63.8,61.2,4,1.33,5.33,43.33,4.67,24.5
"1976-04-07",177,11,83,69.6,63.4,4.83,1.67,6.67,50,5.17,47
"1976-04-08",157,7,90,61.6,74.8,4.83,1.17,5.83,51.67,4,39.17
"1976-04-09",167,10,90,67.6,61.2,5.5,1.5,7.67,48.33,6.83,49.33
"1976-04-10",173,9,85,66.2,63.2,5.17,1.83,5.83,40,6.33,34
"1976-04-11",165,18,75,64.4,72.2,5,1.67,5.33,45,5.17,25.67
"1976-04-12",150,8,77,61,61.4,4.5,1.33,5.67,46.67,4.33,29.17
"1976-04-13",136,6,80,57.6,69,5,0.83,5.5,46.67,4.17,36.67
"1976-04-14",161,14,87,63.8,64,5.83,1.67,7.67,56.67,6.17,39.5
"1976-04-15",178,8,89,59.4,75,4.83,1,5.33,28.33,3.67,24.5
"1976-04-16",162,8,91,61.8,34.6,2.67,0.67,5,26.67,4.17,20.83
"1976-04-17",150,3,78,65.8,44.4,4,1.17,6.17,40,6,27.83
"1976-04-18",166,9,92,66.8,52.2,5.17,2,8,51.67,8,30.83
"1976-04-19",168,9,83,78.8,46.4,6.17,2.17,12.33,53.33,12.5,40.17
"1976-04-20",172,10,93,83,42.4,6.83,2.33,15.33,65,17.67,45.17
"1976-04-21",176,7,86,75.6,64.6,7.33,2,15,78.33,11.17,51.67
"1976-04-22",152,12,84,67,69,3.33,1.17,6.83,31.67,6.67,27.33
"1976-04-23",178,6,95,68.6,71.4,4.33,1.33,8.17,38.33,7.17,27
"1976-04-24",144,6,75,72,74.4,5.5,1.5,8.67,50,11.17,35.67
"1976-04-25",155,5,89,73.6,58.4,3.33,1.67,6.5,28.33,6.17,22.67
"1976-04-26",165,5,86,72.2,54.4,5.17,2.33,10.5,36.67,7.33,39.5
"1976-04-27",146,9,72,67.6,58.2,3.5,1.67,5.17,26.67,5.5,21.67
"1976-04-28",151,6,83,69.2,53.6,3.5,1.83,6.17,28.33,7.83,29.33
"1976-04-29",161,5,82,72.8,57.4,5,3.17,9.33,43.33,11.5,40.17
"1976-04-30",136,10,69,85.2,47.6,8.67,3.33,16.17,70,14.83,54.33
"1976-05-01",181,6,102,83.6,50.6,6.83,4.33,16,85,16.33,41.67
"1976-05-02",187,7,98,75.2,67.8,2.83,2.5,6.67,35,9.67,31.17
"1976-05-03",149,7,89,65.4,75,3.83,1.33,6.67,25,4.17,25.17
"1976-05-04",169,3,82,71.4,68.8,3.83,1.67,6.33,25,6.83,27.17
"1976-05-05",171,9,74,64,75.8,3.83,1,6.17,30,4,43.67
"1976-05-06",159,5,83,61.6,78.2,5.17,1.67,6.67,33.33,3,41.33
"1976-05-07",162,5,87,69.6,68.6,4.33,1.33,6.67,35,5.83,29.5
"1976-05-08",155,7,66,73.4,70.8,3.5,2.17,6.5,35,10.33,22.33
"1976-05-09",166,15,70,75.4,72.2,3.33,2.33,7.33,33.33,13.83,23.33
"1976-05-10",164,9,89,76.4,70,5,2.33,11.33,41.67,13,38.67
"1976-05-11",163,11,78,79.8,66.4,6,3.33,12.67,48.33,15,38.83
"1976-05-12",175,10,96,85.4,62.4,6.83,3.33,17.83,65,19.33,51.17
"1976-05-13",165,10,73,87.4,56.4,7.17,5,20.83,47.5,22.67,56.33
"1976-05-14",164,8,84,79.8,67.2,6.67,4.5,14.83,43.33,20.33,48.83
"1976-05-15",135,4,61,75.4,71,4.17,2.33,8.33,30,13.5,25.83
"1976-05-16",154,8,84,73.6,66.6,3,1.83,6.17,23.33,12,19.33
"1976-05-17",150,7,73,76,64.8,4.83,1.83,9.17,33.33,14.17,32
"1976-05-18",179,9,97,79,61.4,5.67,2.67,12.5,43.33,14.17,38.83
"1976-05-19",166,7,80,72.8,65.8,4.17,1,7,36.67,9.17,30.17
"1976-05-20",144,10,68,73.2,58.2,3.67,0.83,6.67,23.33,9.5,25.5
"1976-05-21",151,5,76,72.2,62.4,4.17,1.5,6.5,20,8.5,23.17
"1976-05-22",146,8,74,71.4,63.6,2.5,1.17,5.17,23.33,9.67,21
"1976-05-23",151,9,72,73.4,64.8,3.67,1.83,6.33,46.67,12.17,23
"1976-05-24",132,3,62,70.8,66.6,3.33,1.5,5.83,28.33,7.83,24
"1976-05-25",155,5,84,70.6,67.8,3.17,1.67,6.67,26.67,7.5,27.67
"1976-05-26",156,10,83,77.8,69,5.17,2,9.67,42.5,15,39.17
"1976-05-27",143,9,72,71.6,79.4,3.5,1.83,8.33,28.33,10.67,34
"1976-05-28",154,8,78,67,79.6,3.83,1.5,7.67,25,7.67,26.33
"1976-05-29",147,6,70,68.4,69.8,2.67,1.33,5.5,23.33,5.67,18
"1976-05-30",147,9,63,71.2,65.4,2.67,0.83,6.5,28.33,8.17,16
"1976-05-31",170,5,90,75.6,64.4,3.5,2.17,7.83,40,11.67,23
"1976-06-01",175,6,103,78.8,65,5.5,2.67,10.83,36.67,12.33,34.83
"1976-06-02",149,5,66,75.4,73.6,4.83,1.83,9,35,13.5,31
"1976-06-03",145,9,76,74,72.2,5.17,1.5,8.5,33.33,12,28.5
"1976-06-04",143,2,75,75.4,69.4,4.67,1.33,8.33,36.67,12,30.17
"1976-06-05",142,8,73,75.6,65.4,4.67,2,8.67,40,10.83,27
"1976-06-06",180,11,96,74.4,65.2,5.17,1.67,7.5,51.67,10.17,20.67
"1976-06-07",158,4,73,74.6,66.2,4.5,1,7.5,40,7.83,28.17
"1976-06-08",156,3,89,72.2,66.4,3.67,1,6.5,31.67,5,26.83
"1976-06-09",157,4,95,67.6,66.2,3,0.5,5.33,21.67,3.83,19.83
"1976-06-10",160,9,75,66.8,79,4.83,0.5,6,31.67,4,26.17
"1976-06-11",169,13,86,72.2,67.6,4.67,1.5,8,38.33,8.17,29
"1976-06-12",145,3,71,78,59.6,4.83,2.33,9.17,51.67,12.5,32.67
"1976-06-13",169,9,78,80,63.4,5.5,2.33,9.33,53.33,12.83,29.83
"1976-06-14",156,7,82,86.8,60.2,5,3,13.17,40,15.67,38.67
"1976-06-15",156,8,83,89.2,52.2,7,2.83,15.33,53.33,13.67,46
"1976-06-16",178,6,99,78.8,61.6,5.83,2.83,11.5,40,11.33,42.33
"1976-06-17",154,7,92,78.8,58.8,4.5,2.33,8,30,9,28.17
"1976-06-18",139,5,63,83.2,57.4,5.33,2,13.33,30,15.83,36.33
"1976-06-19",159,7,96,83.4,55.8,4.67,2.33,9.33,40,14,24.5
"1976-06-20",146,5,78,82.4,57.6,4.17,2,9,38.33,9.17,20.5
"1976-06-21",137,5,81,80.4,56.8,4.67,2.17,10.17,40,8.33,31.33
"1976-06-22",164,8,85,82.2,55.8,5.5,1.83,9.5,35,11.17,34.33
"1976-06-23",165,4,92,96.8,32,8.67,3,17.5,60,10.83,58
"1976-06-24",197,7,114,101.4,24.4,8.67,4.33,17,66.67,16,53.83
"1976-06-25",185,7,90,95.8,35.6,8.5,4.83,18.83,78.33,20,57.17
"1976-06-26",160,8,72,95.6,36.4,7,2.67,14.33,78.33,20,40.33
"1976-06-27",158,7,83,102.2,34.2,7.83,3.17,11.33,63.33,26.17,39.17
"1976-06-28",195,7,107,96,39,7.33,3.83,17,61.67,23,60
"1976-06-29",171,1,95,88,49.4,5,3.33,13,50,15,46
"1976-06-30",146,9,59,85.4,49,4.83,3.33,11.17,43.33,12.5,46.17
"1976-07-01",137,13,69,81.2,57.8,4.67,2.17,8.33,43.33,10.67,27.5
"1976-07-02",160,9,79,79.2,63.2,3.67,1.67,6,30,11,29.33
"1976-07-03",150,4,84,79.4,64.8,3.5,1.83,6.33,45,12.5,23.17
"1976-07-04",160,7,85,82.2,65.6,3.67,2.5,6.5,41.67,14.83,22
"1976-07-05",142,5,77,84.2,63.4,3.83,2.5,8.83,43.33,18.17,28.5
"1976-07-06",147,9,77,90,56.2,7,3.67,16.33,48.33,23.83,50.5
"1976-07-07",165,14,90,91.2,47.2,7.33,3.83,15.5,50,16.33,54.17
"1976-07-08",173,13,75,90,51.4,6.5,3.67,13,48.33,19,47
